timestamp,id,dlc,data,flag
1478191758.920282,0316,8,45 29 24 ff 29 24 00 ff,S
1478192015.095299,0316,8,45 29 24 ff 29 24 00 ff,S
1478192275.396818,0316,8,45 29 24 ff 29 24 00 ff,S
1478191150.624041,0316,8,45 29 24 ff 29 24 00 ff,S
1478191317.787693,0316,8,45 29 24 ff 29 24 00 ff,S
1478191531.788822,0316,8,45 29 24 ff 29 24 00 ff,S
1478192275.737543,0316,8,45 29 24 ff 29 24 00 ff,S
1478192737.507563,0316,8,45 29 24 ff 29 24 00 ff,S
1478192520.68511,0316,8,45 29 24 ff 29 24 00 ff,S
1478192507.590996,0316,8,45 29 24 ff 29 24 00 ff,S
1478191602.163603,0316,8,45 29 24 ff 29 24 00 ff,S
1478192645.893149,0316,8,45 29 24 ff 29 24 00 ff,S
1478191874.193245,0316,8,45 29 24 ff 29 24 00 ff,S
1478191535.641563,0316,8,45 29 24 ff 29 24 00 ff,S
1478192170.853554,0316,8,45 29 24 ff 29 24 00 ff,S
1478191356.181098,0316,8,45 29 24 ff 29 24 00 ff,S
1478191130.739814,0316,8,45 29 24 ff 29 24 00 ff,S
1478192891.190813,0316,8,45 29 24 ff 29 24 00 ff,S
1478191115.818746,0316,8,45 29 24 ff 29 24 00 ff,S
1478191692.740669,0316,8,45 29 24 ff 29 24 00 ff,S
1478192127.557713,0316,8,45 29 24 ff 29 24 00 ff,S
1478191176.015579,0316,8,45 29 24 ff 29 24 00 ff,S
1478192571.856214,0316,8,45 29 24 ff 29 24 00 ff,S
1478191069.798581,0316,8,45 29 24 ff 29 24 00 ff,S
1478192358.840743,0316,8,45 29 24 ff 29 24 00 ff,S
1478192195.664893,0316,8,45 29 24 ff 29 24 00 ff,S
1478192306.085908,0316,8,45 29 24 ff 29 24 00 ff,S
1478191317.351587,0316,8,45 29 24 ff 29 24 00 ff,S
1478192731.056317,0316,8,45 29 24 ff 29 24 00 ff,S
1478192396.992328,0316,8,45 29 24 ff 29 24 00 ff,S
1478191968.697955,0316,8,45 29 24 ff 29 24 00 ff,S
1478191072.142361,0316,8,45 29 24 ff 29 24 00 ff,S
1478192897.308226,0316,8,45 29 24 ff 29 24 00 ff,S
1478192419.28315,0316,8,45 29 24 ff 29 24 00 ff,S
1478191491.929093,0316,8,45 29 24 ff 29 24 00 ff,S
1478191937.563812,0316,8,45 29 24 ff 29 24 00 ff,S
1478192597.9965,0316,8,45 29 24 ff 29 24 00 ff,S
1478192300.609436,0316,8,45 29 24 ff 29 24 00 ff,S
1478191621.458689,0316,8,45 29 24 ff 29 24 00 ff,S
1478192043.110791,0316,8,45 29 24 ff 29 24 00 ff,S
1478191829.773641,0316,8,45 29 24 ff 29 24 00 ff,S
1478191238.745917,0316,8,45 29 24 ff 29 24 00 ff,S
1478192176.887121,0316,8,45 29 24 ff 29 24 00 ff,S
1478192075.449548,0316,8,45 29 24 ff 29 24 00 ff,S
1478192140.004865,0316,8,45 29 24 ff 29 24 00 ff,S
1478191302.874569,0316,8,45 29 24 ff 29 24 00 ff,S
1478191658.939349,0316,8,45 29 24 ff 29 24 00 ff,S
1478191615.871687,0316,8,45 29 24 ff 29 24 00 ff,S
1478191361.261447,0316,8,45 29 24 ff 29 24 00 ff,S
1478191816.255981,0316,8,45 29 24 ff 29 24 00 ff,S
1478192410.253871,0316,8,45 29 24 ff 29 24 00 ff,S
1478191886.636285,0316,8,45 29 24 ff 29 24 00 ff,S
1478191208.397562,0316,8,45 29 24 ff 29 24 00 ff,S
1478192131.909406,0316,8,45 29 24 ff 29 24 00 ff,S
1478192230.030992,0316,8,45 29 24 ff 29 24 00 ff,S
1478192027.486324,0316,8,45 29 24 ff 29 24 00 ff,S
1478192522.817635,0316,8,45 29 24 ff 29 24 00 ff,S
1478191840.435686,0316,8,45 29 24 ff 29 24 00 ff,S
1478192418.34809,0316,8,45 29 24 ff 29 24 00 ff,S
1478192184.09143,0316,8,45 29 24 ff 29 24 00 ff,S
1478191522.748101,0316,8,45 29 24 ff 29 24 00 ff,S
1478191310.88666,0316,8,45 29 24 ff 29 24 00 ff,S
1478191344.561436,0316,8,45 29 24 ff 29 24 00 ff,S
1478192377.768321,0316,8,45 29 24 ff 29 24 00 ff,S
1478192339.858068,0316,8,45 29 24 ff 29 24 00 ff,S
1478192049.309818,0316,8,45 29 24 ff 29 24 00 ff,S
1478192249.864779,0316,8,45 29 24 ff 29 24 00 ff,S
1478192722.376775,0316,8,45 29 24 ff 29 24 00 ff,S
1478192547.674105,0316,8,45 29 24 ff 29 24 00 ff,S
1478192846.638393,0316,8,45 29 24 ff 29 24 00 ff,S
1478191324.89374,0316,8,45 29 24 ff 29 24 00 ff,S
1478191737.917005,0316,8,45 29 24 ff 29 24 00 ff,S
1478192760.689463,0316,8,45 29 24 ff 29 24 00 ff,S
1478192333.169415,0316,8,45 29 24 ff 29 24 00 ff,S
1478192559.248575,0316,8,45 29 24 ff 29 24 00 ff,S
1478191369.024748,0316,8,45 29 24 ff 29 24 00 ff,S
1478191122.429701,0316,8,45 29 24 ff 29 24 00 ff,S
1478191887.750411,0316,8,45 29 24 ff 29 24 00 ff,S
1478191478.625502,0316,8,45 29 24 ff 29 24 00 ff,S
1478191351.262809,0316,8,45 29 24 ff 29 24 00 ff,S
1478192436.43187,0316,8,45 29 24 ff 29 24 00 ff,S
1478192073.325622,0316,8,45 29 24 ff 29 24 00 ff,S
1478191925.850774,0316,8,45 29 24 ff 29 24 00 ff,S
1478191079.026967,0316,8,45 29 24 ff 29 24 00 ff,S
1478191370.524345,0316,8,45 29 24 ff 29 24 00 ff,S
1478192160.052418,0316,8,45 29 24 ff 29 24 00 ff,S
1478191685.503531,0316,8,45 29 24 ff 29 24 00 ff,S
1478191699.431772,0316,8,45 29 24 ff 29 24 00 ff,S
1478192036.165363,0316,8,45 29 24 ff 29 24 00 ff,S
1478191614.693194,0316,8,45 29 24 ff 29 24 00 ff,S
1478191623.275581,0316,8,45 29 24 ff 29 24 00 ff,S
1478191505.560393,0316,8,45 29 24 ff 29 24 00 ff,S
1478192318.819042,0316,8,45 29 24 ff 29 24 00 ff,S
1478192715.955824,0316,8,45 29 24 ff 29 24 00 ff,S
1478191595.723805,0316,8,45 29 24 ff 29 24 00 ff,S
1478192134.084759,0316,8,45 29 24 ff 29 24 00 ff,S
1478192353.275529,0316,8,45 29 24 ff 29 24 00 ff,S
1478192210.337261,0316,8,45 29 24 ff 29 24 00 ff,S
1478191600.616854,0316,8,45 29 24 ff 29 24 00 ff,S
1478192075.328215,0316,8,45 29 24 ff 29 24 00 ff,S
1478191350.310296,0316,8,45 29 24 ff 29 24 00 ff,S
1478191166.912107,0316,8,45 29 24 ff 29 24 00 ff,S
1478191129.475301,0316,8,45 29 24 ff 29 24 00 ff,S
1478191147.985831,0316,8,45 29 24 ff 29 24 00 ff,S
1478192678.809233,0316,8,45 29 24 ff 29 24 00 ff,S
1478191135.611658,0316,8,45 29 24 ff 29 24 00 ff,S
1478191905.31521,0316,8,45 29 24 ff 29 24 00 ff,S
1478191370.29858,0316,8,45 29 24 ff 29 24 00 ff,S
1478191622.109476,0316,8,45 29 24 ff 29 24 00 ff,S
1478191648.645802,0316,8,45 29 24 ff 29 24 00 ff,S
1478192831.472472,0316,8,45 29 24 ff 29 24 00 ff,S
1478192552.404727,0316,8,45 29 24 ff 29 24 00 ff,S
1478192633.195993,0316,8,45 29 24 ff 29 24 00 ff,S
1478192086.269211,0316,8,45 29 24 ff 29 24 00 ff,S
1478191872.590485,0316,8,45 29 24 ff 29 24 00 ff,S
1478191673.006706,0316,8,45 29 24 ff 29 24 00 ff,S
1478192574.788533,0316,8,45 29 24 ff 29 24 00 ff,S
1478191917.77491,0316,8,45 29 24 ff 29 24 00 ff,S
1478192144.093138,0316,8,45 29 24 ff 29 24 00 ff,S
1478192812.505209,0316,8,45 29 24 ff 29 24 00 ff,S
1478192319.349961,0316,8,45 29 24 ff 29 24 00 ff,S
1478192547.722358,0316,8,45 29 24 ff 29 24 00 ff,S
1478191796.068627,0316,8,45 29 24 ff 29 24 00 ff,S
1478191977.492242,0316,8,45 29 24 ff 29 24 00 ff,S
1478192545.911081,0316,8,45 29 24 ff 29 24 00 ff,S
1478192495.344896,0316,8,45 29 24 ff 29 24 00 ff,S
1478191053.60654,0316,8,45 29 24 ff 29 24 00 ff,S
1478191930.548626,0316,8,45 29 24 ff 29 24 00 ff,S
1478192151.307221,0316,8,45 29 24 ff 29 24 00 ff,S
1478192301.779839,0316,8,45 29 24 ff 29 24 00 ff,S
1478191266.522327,0316,8,45 29 24 ff 29 24 00 ff,S
1478191492.808301,0316,8,45 29 24 ff 29 24 00 ff,S
1478192653.044727,0316,8,45 29 24 ff 29 24 00 ff,S
1478192580.595466,0316,8,45 29 24 ff 29 24 00 ff,S
1478191790.082173,0316,8,45 29 24 ff 29 24 00 ff,S
1478191477.698053,0316,8,45 29 24 ff 29 24 00 ff,S
1478191950.398946,0316,8,45 29 24 ff 29 24 00 ff,S
1478192143.935176,0316,8,45 29 24 ff 29 24 00 ff,S
1478192638.857269,0316,8,45 29 24 ff 29 24 00 ff,S
1478192970.025946,0316,8,45 29 24 ff 29 24 00 ff,S
1478191841.93932,0316,8,45 29 24 ff 29 24 00 ff,S
1478192715.190003,0316,8,45 29 24 ff 29 24 00 ff,S
1478191995.992975,0316,8,45 29 24 ff 29 24 00 ff,S
1478192249.47999,0316,8,45 29 24 ff 29 24 00 ff,S
1478192508.250549,0316,8,45 29 24 ff 29 24 00 ff,S
1478191530.346653,0316,8,45 29 24 ff 29 24 00 ff,S
1478192664.787835,0316,8,45 29 24 ff 29 24 00 ff,S
1478192936.914401,0316,8,45 29 24 ff 29 24 00 ff,S
1478192432.329982,0316,8,45 29 24 ff 29 24 00 ff,S
1478191885.060048,0316,8,45 29 24 ff 29 24 00 ff,S
1478192010.643742,0316,8,45 29 24 ff 29 24 00 ff,S
1478191860.4074,0316,8,45 29 24 ff 29 24 00 ff,S
1478192632.095122,0316,8,45 29 24 ff 29 24 00 ff,S
1478191350.855949,0316,8,45 29 24 ff 29 24 00 ff,S
1478192451.382628,0316,8,45 29 24 ff 29 24 00 ff,S
1478192857.284914,0316,8,45 29 24 ff 29 24 00 ff,S
1478191471.745486,0316,8,45 29 24 ff 29 24 00 ff,S
1478192644.333939,0316,8,45 29 24 ff 29 24 00 ff,S
1478192314.49769,0316,8,45 29 24 ff 29 24 00 ff,S
1478192671.066123,0316,8,45 29 24 ff 29 24 00 ff,S
1478191529.837382,0316,8,45 29 24 ff 29 24 00 ff,S
1478191206.925885,0316,8,45 29 24 ff 29 24 00 ff,S
1478191995.433177,0316,8,45 29 24 ff 29 24 00 ff,S
1478191201.58768,0316,8,45 29 24 ff 29 24 00 ff,S
1478192208.952437,0316,8,45 29 24 ff 29 24 00 ff,S
1478192516.070402,0316,8,45 29 24 ff 29 24 00 ff,S
1478192967.546983,0316,8,45 29 24 ff 29 24 00 ff,S
1478191458.258349,0316,8,45 29 24 ff 29 24 00 ff,S
1478192456.112425,0316,8,45 29 24 ff 29 24 00 ff,S
1478192532.699017,0316,8,45 29 24 ff 29 24 00 ff,S
1478192497.00048,0316,8,45 29 24 ff 29 24 00 ff,S
1478191464.485537,0316,8,45 29 24 ff 29 24 00 ff,S
1478192048.945788,0316,8,45 29 24 ff 29 24 00 ff,S
1478191182.764486,0316,8,45 29 24 ff 29 24 00 ff,S
1478191202.352931,0316,8,45 29 24 ff 29 24 00 ff,S
1478191221.8963,0316,8,45 29 24 ff 29 24 00 ff,S
1478192147.161833,0316,8,45 29 24 ff 29 24 00 ff,S
1478191699.116037,0316,8,45 29 24 ff 29 24 00 ff,S
1478192119.351434,0316,8,45 29 24 ff 29 24 00 ff,S
1478191201.996133,0316,8,45 29 24 ff 29 24 00 ff,S
1478191557.213398,0316,8,45 29 24 ff 29 24 00 ff,S
1478192736.633491,0316,8,45 29 24 ff 29 24 00 ff,S
1478192737.175772,0316,8,45 29 24 ff 29 24 00 ff,S
1478191516.534172,0316,8,45 29 24 ff 29 24 00 ff,S
1478191609.257032,0316,8,45 29 24 ff 29 24 00 ff,S
1478192690.531632,0316,8,45 29 24 ff 29 24 00 ff,S
1478191916.953783,0316,8,45 29 24 ff 29 24 00 ff,S
1478191154.50849,0316,8,45 29 24 ff 29 24 00 ff,S
1478191305.049017,0316,8,45 29 24 ff 29 24 00 ff,S
1478192106.853314,0316,8,45 29 24 ff 29 24 00 ff,S
1478191997.084363,0316,8,45 29 24 ff 29 24 00 ff,S
1478192891.29172,0316,8,45 29 24 ff 29 24 00 ff,S
1478192683.45508,0316,8,45 29 24 ff 29 24 00 ff,S
1478191232.323905,0316,8,45 29 24 ff 29 24 00 ff,S
1478191117.899589,0316,8,45 29 24 ff 29 24 00 ff,S
1478191601.074904,0316,8,45 29 24 ff 29 24 00 ff,S
1478192495.079408,0316,8,45 29 24 ff 29 24 00 ff,S
1478191265.447726,0316,8,45 29 24 ff 29 24 00 ff,S
1478191706.297166,0316,8,45 29 24 ff 29 24 00 ff,S
1478192002.724982,0316,8,45 29 24 ff 29 24 00 ff,S
1478191893.457707,0316,8,45 29 24 ff 29 24 00 ff,S
1478191176.385903,0316,8,45 29 24 ff 29 24 00 ff,S
1478192912.481659,0316,8,45 29 24 ff 29 24 00 ff,S
1478192234.78443,0316,8,45 29 24 ff 29 24 00 ff,S
1478192534.716256,0316,8,45 29 24 ff 29 24 00 ff,S
1478191609.170395,0316,8,45 29 24 ff 29 24 00 ff,S
1478191658.912804,0316,8,45 29 24 ff 29 24 00 ff,S
1478192014.73286,0316,8,45 29 24 ff 29 24 00 ff,S
1478192028.978558,0316,8,45 29 24 ff 29 24 00 ff,S
1478191763.460787,0316,8,45 29 24 ff 29 24 00 ff,S
1478191226.441361,0316,8,45 29 24 ff 29 24 00 ff,S
1478191943.010636,0316,8,45 29 24 ff 29 24 00 ff,S
1478191646.635014,0316,8,45 29 24 ff 29 24 00 ff,S
1478192956.49594,0316,8,45 29 24 ff 29 24 00 ff,S
1478191751.818776,0316,8,45 29 24 ff 29 24 00 ff,S
1478192917.193537,0316,8,45 29 24 ff 29 24 00 ff,S
1478192241.329433,0316,8,45 29 24 ff 29 24 00 ff,S
1478192847.508542,0316,8,45 29 24 ff 29 24 00 ff,S
1478192372.548375,0316,8,45 29 24 ff 29 24 00 ff,S
1478192604.714719,0316,8,45 29 24 ff 29 24 00 ff,S
1478192061.96848,0316,8,45 29 24 ff 29 24 00 ff,S
1478191563.481253,0316,8,45 29 24 ff 29 24 00 ff,S
1478191750.869805,0316,8,45 29 24 ff 29 24 00 ff,S
1478191873.624255,0316,8,45 29 24 ff 29 24 00 ff,S
1478192840.094125,0316,8,45 29 24 ff 29 24 00 ff,S
1478192624.096495,0316,8,45 29 24 ff 29 24 00 ff,S
1478192515.453736,0316,8,45 29 24 ff 29 24 00 ff,S
1478191810.434564,0316,8,45 29 24 ff 29 24 00 ff,S
1478191038.582404,0316,8,45 29 24 ff 29 24 00 ff,S
1478192962.146051,0316,8,45 29 24 ff 29 24 00 ff,S
1478192016.495151,0316,8,45 29 24 ff 29 24 00 ff,S
1478192574.649445,0316,8,45 29 24 ff 29 24 00 ff,S
1478192461.849945,0316,8,45 29 24 ff 29 24 00 ff,S
1478191939.195995,0316,8,45 29 24 ff 29 24 00 ff,S
1478191363.265587,0316,8,45 29 24 ff 29 24 00 ff,S
1478191265.074067,0316,8,45 29 24 ff 29 24 00 ff,S
1478192853.84895,0316,8,45 29 24 ff 29 24 00 ff,S
1478191687.566204,0316,8,45 29 24 ff 29 24 00 ff,S
1478192943.615441,0316,8,45 29 24 ff 29 24 00 ff,S
1478192644.891165,0316,8,45 29 24 ff 29 24 00 ff,S
1478191208.616083,0316,8,45 29 24 ff 29 24 00 ff,S
1478192604.800613,0316,8,45 29 24 ff 29 24 00 ff,S
1478192475.855143,0316,8,45 29 24 ff 29 24 00 ff,S
1478192106.095486,0316,8,45 29 24 ff 29 24 00 ff,S
1478191601.484871,0316,8,45 29 24 ff 29 24 00 ff,S
1478192742.499096,0316,8,45 29 24 ff 29 24 00 ff,S
1478191484.319343,0316,8,45 29 24 ff 29 24 00 ff,S
1478191872.124489,0316,8,45 29 24 ff 29 24 00 ff,S
1478191621.25665,0316,8,45 29 24 ff 29 24 00 ff,S
1478192579.584073,0316,8,45 29 24 ff 29 24 00 ff,S
1478191636.308676,0316,8,45 29 24 ff 29 24 00 ff,S
1478192066.910372,0316,8,45 29 24 ff 29 24 00 ff,S
1478192950.406524,0316,8,45 29 24 ff 29 24 00 ff,S
1478191284.39903,0316,8,45 29 24 ff 29 24 00 ff,S
1478191238.087495,0316,8,45 29 24 ff 29 24 00 ff,S
1478191924.246271,0316,8,45 29 24 ff 29 24 00 ff,S
1478192095.221367,0316,8,45 29 24 ff 29 24 00 ff,S
1478191913.24808,0316,8,45 29 24 ff 29 24 00 ff,S
1478191906.814544,0316,8,45 29 24 ff 29 24 00 ff,S
1478192404.706774,0316,8,45 29 24 ff 29 24 00 ff,S
1478191233.850701,0316,8,45 29 24 ff 29 24 00 ff,S
1478191949.915862,0316,8,45 29 24 ff 29 24 00 ff,S
1478191478.032004,0316,8,45 29 24 ff 29 24 00 ff,S
1478192445.314916,0316,8,45 29 24 ff 29 24 00 ff,S
1478192054.105085,0316,8,45 29 24 ff 29 24 00 ff,S
1478191364.357784,0316,8,45 29 24 ff 29 24 00 ff,S
1478192502.653045,0316,8,45 29 24 ff 29 24 00 ff,S
1478192416.889038,0316,8,45 29 24 ff 29 24 00 ff,S
1478192352.872964,0316,8,45 29 24 ff 29 24 00 ff,S
1478191033.559481,0316,8,45 29 24 ff 29 24 00 ff,S
1478191945.374973,0316,8,45 29 24 ff 29 24 00 ff,S
1478191836.065404,0316,8,45 29 24 ff 29 24 00 ff,S
1478191286.575995,0316,8,45 29 24 ff 29 24 00 ff,S
1478191071.040875,0316,8,45 29 24 ff 29 24 00 ff,S
1478192475.141661,0316,8,45 29 24 ff 29 24 00 ff,S
1478192624.524558,0316,8,45 29 24 ff 29 24 00 ff,S
1478192666.210439,0316,8,45 29 24 ff 29 24 00 ff,S
1478192321.974344,0316,8,45 29 24 ff 29 24 00 ff,S
1478191070.518877,0316,8,45 29 24 ff 29 24 00 ff,S
1478192825.828352,0316,8,45 29 24 ff 29 24 00 ff,S
1478192729.437495,0316,8,45 29 24 ff 29 24 00 ff,S
1478191412.961383,0316,8,45 29 24 ff 29 24 00 ff,S
1478191117.471532,0316,8,45 29 24 ff 29 24 00 ff,S
1478192060.469446,0316,8,45 29 24 ff 29 24 00 ff,S
1478191984.242425,0316,8,45 29 24 ff 29 24 00 ff,S
1478191412.79166,0316,8,45 29 24 ff 29 24 00 ff,S
1478191884.985064,0316,8,45 29 24 ff 29 24 00 ff,S
1478192890.40619,0316,8,45 29 24 ff 29 24 00 ff,S
1478192606.910563,0316,8,45 29 24 ff 29 24 00 ff,S
1478192091.98388,0316,8,45 29 24 ff 29 24 00 ff,S
1478191406.774515,0316,8,45 29 24 ff 29 24 00 ff,S
1478191697.489321,0316,8,45 29 24 ff 29 24 00 ff,S
1478192321.51737,0316,8,45 29 24 ff 29 24 00 ff,S
1478191699.915207,0316,8,45 29 24 ff 29 24 00 ff,S
1478192754.466307,0316,8,45 29 24 ff 29 24 00 ff,S
1478192361.106453,0316,8,45 29 24 ff 29 24 00 ff,S
1478192138.369489,0316,8,45 29 24 ff 29 24 00 ff,S
1478191809.109492,0316,8,45 29 24 ff 29 24 00 ff,S
1478191085.716242,0316,8,45 29 24 ff 29 24 00 ff,S
1478192851.8716,0316,8,45 29 24 ff 29 24 00 ff,S
1478191847.52705,0316,8,45 29 24 ff 29 24 00 ff,S
1478192689.804764,0316,8,45 29 24 ff 29 24 00 ff,S
1478191312.126359,0316,8,45 29 24 ff 29 24 00 ff,S
1478192320.529209,0316,8,45 29 24 ff 29 24 00 ff,S
1478191615.350693,0316,8,45 29 24 ff 29 24 00 ff,S
1478191833.942795,0316,8,45 29 24 ff 29 24 00 ff,S
1478192118.857241,0316,8,45 29 24 ff 29 24 00 ff,S
1478191402.209349,0316,8,45 29 24 ff 29 24 00 ff,S
1478192598.193316,0316,8,45 29 24 ff 29 24 00 ff,S
1478192054.754596,0316,8,45 29 24 ff 29 24 00 ff,S
1478192001.58082,0316,8,45 29 24 ff 29 24 00 ff,S
1478192565.30634,0316,8,45 29 24 ff 29 24 00 ff,S
1478192539.386298,0316,8,45 29 24 ff 29 24 00 ff,S
1478192120.279121,0316,8,45 29 24 ff 29 24 00 ff,S
1478191396.516543,0316,8,45 29 24 ff 29 24 00 ff,S
1478192943.396452,0316,8,45 29 24 ff 29 24 00 ff,S
1478191576.274067,0316,8,45 29 24 ff 29 24 00 ff,S
1478191563.852656,0316,8,45 29 24 ff 29 24 00 ff,S
1478192224.58506,0316,8,45 29 24 ff 29 24 00 ff,S
1478192288.206981,0316,8,45 29 24 ff 29 24 00 ff,S
1478192573.233079,0316,8,45 29 24 ff 29 24 00 ff,S
1478192079.969122,0316,8,45 29 24 ff 29 24 00 ff,S
1478192436.581795,0316,8,45 29 24 ff 29 24 00 ff,S
1478191595.145629,0316,8,45 29 24 ff 29 24 00 ff,S
1478191408.825295,0316,8,45 29 24 ff 29 24 00 ff,S
1478191809.271494,0316,8,45 29 24 ff 29 24 00 ff,S
1478191117.447201,0316,8,45 29 24 ff 29 24 00 ff,S
1478192101.706523,0316,8,45 29 24 ff 29 24 00 ff,S
1478191768.83874,0316,8,45 29 24 ff 29 24 00 ff,S
1478191563.203421,0316,8,45 29 24 ff 29 24 00 ff,S
1478191841.418942,0316,8,45 29 24 ff 29 24 00 ff,S
1478192754.865971,0316,8,45 29 24 ff 29 24 00 ff,S
1478192482.061044,0316,8,45 29 24 ff 29 24 00 ff,S
1478192698.369263,0316,8,45 29 24 ff 29 24 00 ff,S
1478192204.909903,0316,8,45 29 24 ff 29 24 00 ff,S
1478192156.703232,0316,8,45 29 24 ff 29 24 00 ff,S
1478192422.709995,0316,8,45 29 24 ff 29 24 00 ff,S
1478191861.239687,0316,8,45 29 24 ff 29 24 00 ff,S
1478191931.942706,0316,8,45 29 24 ff 29 24 00 ff,S
1478191665.651916,0316,8,45 29 24 ff 29 24 00 ff,S
1478192377.631453,0316,8,45 29 24 ff 29 24 00 ff,S
1478192685.265423,0316,8,45 29 24 ff 29 24 00 ff,S
1478191988.230551,0316,8,45 29 24 ff 29 24 00 ff,S
1478192606.785824,0316,8,45 29 24 ff 29 24 00 ff,S
1478192956.544755,0316,8,45 29 24 ff 29 24 00 ff,S
1478191601.62305,0316,8,45 29 24 ff 29 24 00 ff,S
1478191989.630641,0316,8,45 29 24 ff 29 24 00 ff,S
1478192069.247747,0316,8,45 29 24 ff 29 24 00 ff,S
1478192270.106021,0316,8,45 29 24 ff 29 24 00 ff,S
1478191089.676673,0316,8,45 29 24 ff 29 24 00 ff,S
1478191881.195635,0316,8,45 29 24 ff 29 24 00 ff,S
1478192779.908511,0316,8,45 29 24 ff 29 24 00 ff,S
1478191962.234395,0316,8,45 29 24 ff 29 24 00 ff,S
1478191044.302355,0316,8,45 29 24 ff 29 24 00 ff,S
1478192827.106117,0316,8,45 29 24 ff 29 24 00 ff,S
1478192462.984346,0316,8,45 29 24 ff 29 24 00 ff,S
1478191149.685711,0316,8,45 29 24 ff 29 24 00 ff,S
1478191318.590769,0316,8,45 29 24 ff 29 24 00 ff,S
1478192549.064065,0316,8,45 29 24 ff 29 24 00 ff,S
1478192650.000045,0316,8,45 29 24 ff 29 24 00 ff,S
1478191118.067859,0316,8,45 29 24 ff 29 24 00 ff,S
1478191368.857079,0316,8,45 29 24 ff 29 24 00 ff,S
1478192061.679803,0316,8,45 29 24 ff 29 24 00 ff,S
1478191037.476208,0316,8,45 29 24 ff 29 24 00 ff,S
1478191226.346515,0316,8,45 29 24 ff 29 24 00 ff,S
1478191260.170815,0316,8,45 29 24 ff 29 24 00 ff,S
1478192837.928422,0316,8,45 29 24 ff 29 24 00 ff,S
1478192683.966578,0316,8,45 29 24 ff 29 24 00 ff,S
1478191738.763712,0316,8,45 29 24 ff 29 24 00 ff,S
1478192884.987191,0316,8,45 29 24 ff 29 24 00 ff,S
1478191752.53538,0316,8,45 29 24 ff 29 24 00 ff,S
1478192717.686692,0316,8,45 29 24 ff 29 24 00 ff,S
1478191155.388066,0316,8,45 29 24 ff 29 24 00 ff,S
1478191736.313478,0316,8,45 29 24 ff 29 24 00 ff,S
1478191097.832973,0316,8,45 29 24 ff 29 24 00 ff,S
1478191400.802689,0316,8,45 29 24 ff 29 24 00 ff,S
1478192079.398133,0316,8,45 29 24 ff 29 24 00 ff,S
1478191207.609916,0316,8,45 29 24 ff 29 24 00 ff,S
1478192818.440761,0316,8,45 29 24 ff 29 24 00 ff,S
